IMAGE,JNAME,RA,DEC,System_Type,Lens_Type,Source_Type,theta_E,theta_EErr,theta_EMethod,theta_ERef,z_L,z_LErr,z_LType,z_LRef,velDisp,velDispErr,velDispRef,z_S,z_SErr,z_SType,z_SRef,mag_u,mag_uErr,mag_uRef,mag_uS,mag_uSRef,mag_g,mag_gErr,mag_gRef,mag_gS,mag_gSRef,mag_r,mag_rErr,mag_rRef,mag_rS,mag_rSRef,mag_i,mag_iErr,mag_iRef,mag_iS,mag_iSRef,mag_z,mag_zErr,mag_zRef,mag_zS,mag_zSRef,mag_y,mag_yErr,mag_yRef,mag_F814W,mag_F814WErr,mag_F814WRef,mag_F814WS,mag_F814WSRef
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J094656.7+100652.8.png"")",J094656.7+100652.8,146.73621,10.11467,Single Lens Galaxy,GALAXY,GALAXY,1.38,,,Leaf et al. (2018) - arXiv:1805.08640,0.22193049,0.0,S,SDSS DR17,256.57837,20.485062,SDSS DR17,0.608,,S,Leaf et al. (2018) - arXiv:1805.08640,20.94602,0.18506987,SDSS DR17,,,18.901012,,Legacy DR9,,,17.588116,,Legacy DR9,,,17.25079,0.003953,DELVE DR2,,,16.79745,,Legacy DR9,,,,,,17.09,,Bolton et al. (2008) - arXiv:0805.1931,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J094728.3-011132.3.png"")",J094728.3-011132.3,146.868,-1.1923,,CLUSTER,GALAXY,,,,,0.23874132,0.0,S,SDSS DR17,250.83011,16.711378,SDSS DR17,1.11,,P,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,20.969862,0.25641495,SDSS DR17,,,19.660305,0.00163659861,HSC Wide DR3,,,18.2621841,0.000741618976,HSC Wide DR3,,,17.6921902,0.000411856599,HSC Wide DR3,23.67,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,17.3546867,0.000589750707,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J094946.4+001750.0.png"")",J094946.4+001750.0,147.44346,0.29724,Single Lens Galaxy,GALAXY,GALAXY,,,,,0.49942175,0.000137338,S,SDSS DR17,342.88968,41.561947,SDSS DR17,0.9727309,,S,Talbot et al. (2020) - arXiv:2007.09006,22.24399,0.5533607,SDSS DR17,,,21.6661797,0.0107618636,HSC Wide DR3,,,19.8065338,0.00258208392,HSC Wide DR3,,,18.853878,0.00105737767,HSC Wide DR3,,,18.408947,0.00116289558,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J095140.1-001420.0.png"")",J095140.1-001420.0,147.917,-0.2389,,CLUSTER,GALAXY,,,,,0.421273,0.0,S,SDSS DR17,389.45312,49.236595,SDSS DR17,1.88,,P,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,21.323732,0.6169482,SDSS DR17,,,19.2680664,0.00312826573,HSC Wide DR3,,,17.8571205,0.000953016803,HSC Wide DR3,,,17.2057419,0.000480998977,HSC Wide DR3,24.97,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,16.7698593,0.000657547323,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J095309.1+001534.9.png"")",J095309.1+001534.9,148.28779,0.2597,,CLUSTER,GALAXY,,,,,0.5671738,8.263022e-05,S,SDSS DR17,235.29655,21.442251,SDSS DR17,0.88,,P,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,22.513,0.7243904,SDSS DR17,,,21.0232658,0.00678470032,HSC Wide DR3,,,19.4050179,0.00220380747,HSC Wide DR3,,,18.3422775,0.00103107782,HSC Wide DR3,22.14,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,17.9065208,0.0013858357,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J095500.0-013005.0.png"")",J095500.0-013005.0,148.75,-1.50139,Single Lens Galaxy,GALAXY,QUASAR,2.23,0.01,SIE model,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,0.632,0.001,S,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,,,,4.5,0.01,S,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,,,,,,,,,,,,,,,,,,,,,21.21,,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,18.27,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J095519.7+010144.4.png"")",J095519.7+010144.4,148.83217,1.029,Single Lens Galaxy,GALAXY,GALAXY,1.04,0.06,SIE model,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,0.110934205,0.0,S,SDSS DR17,197.0233,12.568848,SDSS DR17,0.316,0.001,S,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,20.346437,0.07816534,SDSS DR17,,,18.5070686,0.00040130486,HSC Deep DR3,,,17.4512405,0.000239786343,HSC Deep DR3,,,16.8394547,0.000151170811,HSC Deep DR3,,,16.471365,0.00016853289,HSC Deep DR3,,,,,,16.97,,Bolton et al. (2008) - arXiv:0805.1931,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J095822.5+013505.0.png"")",J095822.5+013505.0,149.59379,1.58471,,,,,,,,0.027746605,0.0,S,SDSS DR17,58.937233,8.702273,SDSS DR17,0.3092356,0.00015073131,S,Talbot et al. (2022) - arXiv:2206.09902,17.825203,0.018657684,SDSS DR17,,,17.4866829,0.000211391831,HSC Deep DR3,,,16.6666107,0.000158663868,HSC Deep DR3,,,16.2140083,9.11610332e-05,HSC Deep DR3,,,15.9289589,0.000117733987,HSC Deep DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J095921.0+020638.0.png"")",J095921.0+020638.0,149.8375,2.11056,,,,0.74,,,Leaf et al. (2018) - arXiv:1805.08640,0.552,,S,Leaf et al. (2018) - arXiv:1805.08640,188.0,22.0,Leaf et al. (2018) - arXiv:1805.08640,3.35,,S,Leaf et al. (2018) - arXiv:1805.08640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J095926.2-001514.1.png"")",J095926.2-001514.1,149.85917,-0.25392,,,,,,,,0.047477562,0.0,S,SDSS DR17,216.98688,4.5881734,SDSS DR17,0.28076014,,S,Talbot et al. (2022) - arXiv:2206.09902,16.425367,0.012546952,SDSS DR17,,,16.7420082,0.000708896201,HSC Wide DR3,,,15.7637672,0.000408757129,HSC Wide DR3,,,13.3746901,,HSC Wide DR3,,,15.1083412,0.000292601588,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J095944.1+041017.0.png"")",J095944.1+041017.0,149.93368,4.17139,Single Lens Galaxy,GALAXY,GALAXY,0.99,,,Leaf et al. (2018) - arXiv:1805.08640,0.12597495,0.0,S,SDSS DR17,202.76117,12.295512,SDSS DR17,0.535,,S,Leaf et al. (2018) - arXiv:1805.08640,20.55073,0.07548818,SDSS DR17,,,18.2144356,0.000731592649,HSC Wide DR3,,,17.211441,0.000510444981,HSC Wide DR3,,,16.6377411,0.000256713363,HSC Wide DR3,,,16.2597733,0.000405307539,HSC Wide DR3,,,,,,16.92,,Bolton et al. (2008) - arXiv:0805.1931,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J095947.8+024752.0.png"")",J095947.8+024752.0,149.94917,2.79778,Single Lens Galaxy,GALAXY,GALAXY,2.55,,,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,0.28,0.04,P,Faure et al. (2008) - arXiv:0802.2174,370.0,,Faure et al. (2008) - arXiv:0802.2174,0.61,,,Faure et al. (2008) - arXiv:0802.2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83,,Faure et al. (2008) - arXiv:0802.2174,22.8,Faure et al. (2008) - arXiv:0802.2174
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J100025.9+001400.6.png"")",J100025.9+001400.6,150.10792,0.2335,,CLUSTER,GALAXY,,,,,0.22076495,0.0,S,SDSS DR17,371.78607,19.133226,SDSS DR17,1.81,,P,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,20.991678,0.15040846,SDSS DR17,,,19.0218773,0.00118748518,HSC Wide DR3,,,17.7203312,0.000509499863,HSC Wide DR3,,,17.1641731,0.000259269989,HSC Wide DR3,27.08,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,16.8582783,0.000409205823,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J100143.5+133212.4.png"")",J100143.5+133212.4,150.43125,13.53678,Single Lens Galaxy,GALAXY,GALAXY,,,,,0.084525675,0.0,S,SDSS DR17,56.04443,17.725336,SDSS DR17,0.0846,,S,Focardi et al. (2015) - doi:10.1051/0004-6361/201526364,18.847296,0.030750291,SDSS DR17,,,18.001604,,Legacy DR9,,,17.27057,,Legacy DR9,,,16.851065,0.0064083394,SDSS DR17,,,16.776035,,Legacy DR9,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J100532.8-010027.7.png"")",J100532.8-010027.7,151.38671,-1.0077,,CLUSTER,GALAXY,,,,,0.41990346,0.0,S,SDSS DR17,189.67473,43.62735,SDSS DR17,1.65,,P,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,23.19497,1.4728904,SDSS DR17,,,20.6222191,0.00487125106,HSC Wide DR3,,,18.8165131,0.00134587404,HSC Wide DR3,,,18.0469933,0.00066494284,HSC Wide DR3,24.21,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,17.6987629,0.000864000001,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J100639.6+055844.7.png"")",J100639.6+055844.7,151.66492,5.97909,,,,,,,,0.077611975,0.0,S,SDSS DR17,230.69876,7.1533074,SDSS DR17,0.12426273,0.00021136734,S,Talbot et al. (2022) - arXiv:2206.09902,18.817667,0.029504757,SDSS DR17,,,16.758316,0.001261,DELVE DR2,,,15.912436,0.001856,DELVE DR2,,,15.46394,0.000867,DELVE DR2,,,15.235062,0.001772,DELVE DR2,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J100729.8-011433.7.png"")",J100729.8-011433.7,151.87421,-1.2427,,CLUSTER,GALAXY,,,,,0.4517948,0.0,S,SDSS DR17,289.58554,33.00899,SDSS DR17,1.87,,P,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,22.556305,0.99619263,SDSS DR17,,,20.8686104,0.00489943521,HSC Wide DR3,,,19.1266537,0.00136180478,HSC Wide DR3,,,18.2553139,0.000661479135,HSC Wide DR3,25.56,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,17.8940659,0.000892562501,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J100934.4+015305.4.png"")",J100934.4+015305.4,152.39329,1.88483,,,,,,,,0.33522967,0.0,S,SDSS DR17,216.00867,24.092178,SDSS DR17,0.9278,,S,Shu et al. (2017) - arXiv:1711.00072,21.75437,0.48182705,SDSS DR17,,,20.6786995,0.00568989385,HSC Wide DR3,,,19.0429955,0.00138079573,HSC Wide DR3,,,18.2185516,0.000871353375,HSC Wide DR3,,,17.8288231,0.00113903335,HSC Wide DR3,,,,,,17.23,0.09,Shu et al. (2017) - arXiv:1711.00072,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J101155.9+113314.8.png"")",J101155.9+113314.8,152.98306,11.55412,Single Lens Galaxy,GALAXY,GALAXY,,,,,0.38669872,9.148685e-05,S,SDSS DR17,293.42343,28.625105,SDSS DR17,0.8752871,,S,Talbot et al. (2020) - arXiv:2007.09006,22.502785,0.4476215,SDSS DR17,,,20.436422,,Legacy DR9,,,18.751158,,Legacy DR9,,,18.497547,0.01192,DELVE DR2,,,17.824024,,Legacy DR9,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J101215.7-030702.0.png"")",J101215.7-030702.0,153.0655,-3.11722,Single Lens Galaxy,GALAXY,QUASAR,2.16,0.01,SIE model,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,0.87,0.01,S,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,,,,1.6229,0.0005,S,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,,,,,,,,,,,,,,,,,,,,,21.94,,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,17.8,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J101406.9-005405.4.png"")",J101406.9-005405.4,153.52858,-0.9015,,CLUSTER,GALAXY,,,,,0.3567726,4.8841855e-05,S,SDSS DR17,237.1179,15.493144,SDSS DR17,0.67,,P,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,22.96696,0.9135628,SDSS DR17,,,20.1475754,0.00243928609,HSC Wide DR3,,,18.5281181,0.000884230772,HSC Wide DR3,,,17.7996635,0.000584876572,HSC Wide DR3,18.86,SuGOHI Candidate List (2021) - www-utap.phys.s.u-tokyo.ac.jp/~oguri/sugohi/,17.4671631,0.000806756318,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J101712.7+000241.6.png"")",J101712.7+000241.6,154.30279,0.04489,Single Lens Galaxy,GALAXY,GALAXY,,,,,0.29751348,5.1682724e-05,S,SDSS DR17,285.6579,20.89006,SDSS DR17,1.2313504,,S,Talbot et al. (2020) - arXiv:2007.09006,21.487404,0.37109372,SDSS DR17,,,20.8823242,0.00313041406,HSC Wide DR3,,,19.3467674,0.00133922091,HSC Wide DR3,,,18.68713,0.00065018551,HSC Wide DR3,,,18.3795242,0.00098327559,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J101724.0-204700.0.png"")",J101724.0-204700.0,154.35,-20.78333,Single Lens Galaxy,GALAXY,QUASAR,2.28,0.01,SIE model,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,0.78,0.01,S,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,,,,2.55,0.01,S,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,,,,,,,,,,,,,,,,,,,,,21.82,,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,16.78,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J102026.5+112241.1.png"")",J102026.5+112241.1,155.11053,11.37809,Single Lens Galaxy,GALAXY,GALAXY,1.2,,,Leaf et al. (2018) - arXiv:1805.08640,0.28218752,0.0,S,SDSS DR17,273.9655,18.60591,SDSS DR17,0.553,,S,Leaf et al. (2018) - arXiv:1805.08640,22.395664,0.32191136,SDSS DR17,,,19.327728,,Legacy DR9,,,17.810095,,Legacy DR9,,,18.079115,0.011298345,SDSS DR17,,,17.002594,,Legacy DR9,,,,,,17.21,,Bolton et al. (2008) - arXiv:0805.1931,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J102414.8+094320.3.png"")",J102414.8+094320.3,156.06158,9.7223,Single Lens Galaxy,GALAXY,GALAXY,,,,,0.3179874,3.0905547e-05,S,SDSS DR17,227.15216,10.320648,SDSS DR17,1.0094061,,S,Talbot et al. (2020) - arXiv:2007.09006,22.483519,0.44264308,SDSS DR17,,,20.100306,,Legacy DR9,,,18.547293,,Legacy DR9,,,18.223316,0.006221,DELVE DR2,,,17.711922,,Legacy DR9,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J102551.3-003517.4.png"")",J102551.3-003517.4,156.46388,-0.58816,,,,,,,,0.15892065,0.0,S,SDSS DR17,241.17169,10.578238,SDSS DR17,0.2764,,S,Bolton et al. (2008) - arXiv:0805.1931,19.576025,0.06481788,SDSS DR17,,,17.5649071,0.000525604293,HSC Wide DR3,,,16.4646454,0.000356892939,HSC Wide DR3,,,15.9490166,0.00021895337,HSC Wide DR3,,,15.6182919,0.000297057355,HSC Wide DR3,,,,,,15.41,,Bolton et al. (2008) - arXiv:0805.1931,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J102707.6+012934.5.png"")",J102707.6+012934.5,156.78154,1.49292,,,,,,,,0.03275921,0.0,S,SDSS DR17,88.26763,6.7671275,SDSS DR17,0.100697055,,S,Talbot et al. (2022) - arXiv:2206.09902,16.029114,0.01695051,SDSS DR17,,,17.6567287,0.000677819829,HSC Wide DR3,,,16.7314854,0.000419852353,HSC Wide DR3,,,16.216629,0.000389672117,HSC Wide DR3,,,15.8956585,0.000563296257,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J102922.9+042001.8.png"")",J102922.9+042001.8,157.34558,4.33384,Single Lens Galaxy,GALAXY,GALAXY,1.05,0.03,SIE model,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,0.1044361,0.0,S,SDSS DR17,208.00108,8.584087,SDSS DR17,0.615,0.001,S,Moustakas et al. (2012) - adsabs:2012hst..prop12833M,19.583755,0.043749265,SDSS DR17,,,17.560976,0.000466979283,HSC Wide DR3,,,16.6296558,0.000373684714,HSC Wide DR3,,,16.173008,0.000232106948,HSC Wide DR3,,,15.8918295,0.000310059986,HSC Wide DR3,,,,,,16.13,,Bolton et al. (2008) - arXiv:0805.1931,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J103008.5+145949.8.png"")",J103008.5+145949.8,157.53542,14.99717,Single Lens Galaxy,GALAXY,GALAXY,,,,,0.2613875,3.5688696e-05,S,SDSS DR17,210.10585,11.98771,SDSS DR17,0.93627846,,S,Talbot et al. (2020) - arXiv:2007.09006,21.337662,0.2077534,SDSS DR17,,,19.14034,,Legacy DR9,,,17.675682,,Legacy DR9,,,17.393898,0.005148,DELVE DR2,,,16.85803,,Legacy DR9,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J103027.2-064108.9.png"")",J103027.2-064108.9,157.61341,-6.6858,,,,,,,,0.432746,0.033299,P,Legacy DR9,,,,1.58017,,S,Tran et al. (2022) - arXiv:2205.05307,,,,,,20.44182,,Legacy DR9,,,18.630646,,Legacy DR9,,,18.392597,0.019425,DELVE DR2,,,17.53526,,Legacy DR9,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J103142.3+040342.0.png"")",J103142.3+040342.0,157.92621,4.06165,,,,,,,,0.040089644,0.0,S,SDSS DR17,128.79317,86.740295,SDSS DR17,0.334344,,S,Talbot et al. (2022) - arXiv:2206.09902,18.601698,0.05015739,SDSS DR17,,,18.2243919,0.0013132022,HSC Wide DR3,,,16.612757,,Legacy DR9,,,16.5286102,,HSC Wide DR3,,,16.259169,,Legacy DR9,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J103652.3+033321.9.png"")",J103652.3+033321.9,159.218,3.55609,Single Lens Galaxy,GALAXY,GALAXY,,,,,0.4768087,0.0001151849,S,SDSS DR17,205.74246,38.431683,SDSS DR17,1.1348516,,S,Talbot et al. (2020) - arXiv:2007.09006,22.041443,0.25450358,SDSS DR17,,,21.3246861,0.00374589721,HSC Wide DR3,,,19.4609261,0.00234934618,HSC Wide DR3,,,18.5631142,0.00161384477,HSC Wide DR3,,,18.2171173,0.00218124897,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J103858.4-002438.6.png"")",J103858.4-002438.6,159.74354,-0.41072,,,,,,,,0.21895914,0.0,S,SDSS DR17,217.25002,13.816483,SDSS DR17,1.306,,S,Auger et al. (2009) - arXiv:0911.2471,19.798323,0.089429125,SDSS DR17,,,18.6064606,0.000890057185,HSC Wide DR3,,,17.5995445,0.000525907322,HSC Wide DR3,,,17.1845474,0.000459622446,HSC Wide DR3,,,16.8483658,0.000643830514,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J103904.2+051335.8.png"")",J103904.2+051335.8,159.76758,5.22661,,,,,,,,0.06681362,0.0,S,SDSS DR17,174.26587,11.464012,SDSS DR17,0.3627,,S,Bolton et al. (2008) - arXiv:0805.1931,18.658712,0.026209885,SDSS DR17,,,16.8341122,0.000761290488,HSC Wide DR3,,,16.0356216,0.000436787435,HSC Wide DR3,,,15.5311346,0.000255333318,HSC Wide DR3,,,15.2380848,0.000332467374,HSC Wide DR3,,,,,,15.38,,Bolton et al. (2008) - arXiv:0805.1931,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J103938.7+051032.6.png"")",J103938.7+051032.6,159.91133,5.17572,,,,,,,,0.0199999996,0.00900526159,P,HSC Wide DR3,,,,0.32924587,0.00034006516,S,Talbot et al. (2022) - arXiv:2206.09902,,,,,,16.0519562,0.000652029063,HSC Wide DR3,,,15.1746674,0.000397032156,HSC Wide DR3,,,14.6537514,0.00029855207,HSC Wide DR3,,,14.4252262,0.00037818987,HSC Wide DR3,,,,,,,,,,
"=IMAGE(""https://raw.githubusercontent.com/oliveirara/slcomp-proposals/main/mosaics/J103957.8+093351.0.png"")",J103957.8+093351.0,159.99075,9.56417,,,,,,,,0.22119825,0.0,S,SDSS DR17,254.21935,13.943255,SDSS DR17,0.5612,,S,Bolton et al. (2008) - arXiv:0805.1931,20.41899,0.09392453,SDSS DR17,,,18.701736,,Legacy DR9,,,17.389996,,Legacy DR9,,,17.005459,0.003763,DELVE DR2,,,16.636963,,Legacy DR9,,,,,,,,,,
